Language	Dialects
mapo1242	buwe1237
mapo1242	chim1298
mapo1242	mamb1304
mapo1242	mapo1243
mapo1242	papa1266
mapo1242	waga1263
mapo1242	wins1237
mapu1245	molu1245
mapu1245	pehu1241
mapu1245	picu1247
maqu1238	mait1253
maqu1238	mayo1265
mara1373	diki1238
mara1378	coch1270
mara1378	kasa1247
mara1378	kost1244
mara1378	kuda1247
mara1378	nagp1249
mara1379	mara1380
mara1379	ngat1245
mara1379	tkhu1238
mara1379	will1242
mara1382	hlaw1238
mara1382	tlon1239
mara1396	abou1238
mara1396	nucl1447
mara1397	wara1296
marb1239	mono1279
marg1265	gula1275
marg1265	gwar1244
marg1265	lass1239
marg1265	wurg1238
mari1414	abuj1237
mari1414	adew1237
mari1414	bham1240
mari1414	etap1240
mari1424	mare1239
mari1424	marr1240
mari1424	marr1241
mari1424	nucl1242
mari1428	nort2853
mari1428	sout2875
mari1428	west2531
mari1435	cent2121
mari1435	east2513
mari1435	kamb1304
mari1435	kara1496
mari1435	timb1252
mari1435	tsuw1238
mari1438	amot1240
mari1438	didi1260
mari1438	gebi1241
mari1438	imil1243
mari1438	mari1439
mari1438	oibu1239
mari1438	uder1239
mari1442	arup1240
mark1255	endo1242
mark1255	samb1316
mark1256	gass1238
mark1256	noun1238
mark1256	safa1244
mars1254	rali1241
mars1254	rata1243
mart1256	kart1247
mart1256	many1256
mart1256	pudi1238
mart1256	wang1288
mart1256	yulp1238
maru1249	dago1244
maru1249	gawa1248
maru1249	hlol1236
maru1249	laki1245
maru1249	lawn1238
maru1249	wakh1246
maru1249	zaga1238
marw1256	marw1257
marw1256	marw1258
marw1256	marw1259
marw1256	nort2653
marw1256	sout2655
marw1260	barm1242
masa1299	lugi1238
masa1299	ulub1244
masa1299	ulub1245
masa1299	ulud1238
masa1299	uluk1258
masa1300	arus1243
masa1300	dama1269
masa1300	iloo1238
masa1300	kapu1243
masa1300	keek1238
masa1300	kiso1238
masa1300	kore1282
masa1300	lait1238
masa1300	loit1238
masa1300	mata1283
masa1300	moit1238
masa1300	para1304
masa1300	purk1239
masa1300	siri1270
masa1307	masa1308
masa1307	masa1309
masa1322	bana1304
masa1322	bong1298
masa1322	budu1264
masa1322	bugu1248
masa1322	cent2188
masa1322	domo1238
masa1322	giza1238
masa1322	guma1259
masa1322	wali1272
masa1322	west2705
masa1322	wina1241
masa1322	yagw1244
mash1267	mash1268
mash1267	nort2799
mash1267	sout2815
masi1268	masi1273
masi1268	vezo1235
masl1241	nucl1689
masl1241	saoo1238
mati1250	kula1279
mati1250	mati1251
mati1250	tala1286
mati1250	tigw1237
mati1253	nahu1343
mati1253	nucl1657
mato1250	kara1461
mato1250	nucl1288
mato1250	taig1245
mato1252	bone1251
mato1252	nana1258
matu1259	kuch1248
mawc1242	gamt1238
mawc1242	nucl1282
mawc1242	padv1238
maya1281	bang1362
maya1281	boun1244
maya1281	gomb1251
maya1281	kiem1238
maya1282	banl1237
maya1282	bata1296
maya1282	nucl1465
maya1285	nica1250
maya1285	pana1304
mayk1239	mayi1234
mayk1239	mayi1235
mayk1239	mayi1236
mayo1261	madi1258
mayo1261	madi1259
maza1291	gorg1240
maza1291	nucl1270
maza1296	loma1263
maza1296	zoya1238
maza1304	kola1291
maza1304	musg1253
mban1263	gbad1235
mban1263	kala1382
mban1264	nucl1380
mban1264	yong1279
mbar1254	mbar1261
mbar1254	yang1308
mbat1248	bole1246
mbat1248	bonz1238
mbat1248	bwak1245
mbat1248	mbat1249
mbay1241	bbat1238
mbay1241	bede1243
mbay1241	bedj1244
mbay1241	kann1257
mbay1241	moug1238
mbay1241	ngok1244
mbee1249	idum1242
mbee1249	ikum1242
mbee1249	odaj1238
mber1257	ngwi1238
mboc1235	bare1272
mboc1235	keke1238
mboc1235	melo1241
mboc1235	sant1411
mboi1246	bang1349
mboi1246	hand1239
mboi1246	nucl1373
mbok1243	ngar1292
mbol1247	botu1238
mbol1247	inja1238
mbol1247	keem1238
mbol1247	nkim1238
mbol1247	yaam1238
mbol1247	yaik1238
mbol1247	yais1238
mbol1247	yang1291
mbug1240	chak1245
mbug1240	chan1289
mbul1260	bwaz1238
mbul1260	mbul1261
mbul1263	gaur1239
mbul1263	nort2856
mbul1263	nucl1512
mbul1263	saka1290
mbum1254	gbet1241
mbum1254	mbou1244
mbya1239	bati1254
mbya1239	tamb1258
medu1238	bato1244
meen1242	bodi1253
meen1242	tish1239
mefe1242	muhu1241
mefe1242	nucl1679
mefe1242	sera1269
mefe1242	shug1252
mehr1241	east2679
mehr1241	nagd1238
mehr1241	west2761
meke1243	east2455
meke1243	nort2850
meke1243	nort2851
meke1243	west2528
mele1250	fila1237
mele1250	mele1251
melp1238	temb1274
mend1261	mend1262
mend1261	nkwe1238
mend1266	kooo1243
mend1266	kpaa1243
mend1266	sewa1250
mend1266	waan1239
meng1264	baga1277
meng1264	bame1263
meng1267	bush1249
meng1267	nort2855
meng1267	sout2876
ment1249	nort2830
ment1249	paga1237
ment1249	saka1288
ment1249	saum1237
ment1249	sila1249
ment1249	sima1259
ment1249	sipu1239
ment1249	sout2848
ment1249	taik1253
mera1242	lolo1263
mere1242	wini1243
mere1246	dugu1258
meri1244	boig1238
meri1244	bugl1238
meri1244	bulg1264
meri1244	tago1247
merl1237	matl1238
merl1237	mwer1250
merl1237	west2512
meru1245	igem1238
meru1245	igoj1238
meru1245	imen1238
meru1245	miut1238
meru1245	nucl1387
meru1245	tiga1244
mesa1245	bato1246
mese1244	east2509
mese1244	west2592
mese1244	zeza1238
mesk1242	mesk1243
mesk1242	sacc1239
mesm1239	bero1246
mesm1239	zamr1238
meso1252	anat1256
meso1252	euph1238
meso1252	tigr1275
meta1238	mene1239
meta1238	mogh1246
mewa1249	gora1259
mewa1249	khai1246
mewa1249	sarw1239
mfin1238	ntsi1238
mfin1238	ntsw1238
mfum1238	bang1357
mfum1238	juii1238
mfum1238	koff1238
mfum1238	komm1247
mfum1238	luss1238
mfum1238	mana1290
mfum1238	mbah1238
mfum1238	mbal1258
mfum1238	mbat1250
mfum1238	mbib1238
miam1252	nucl1653
miam1252	peor1238
mian1256	mian1257
mian1256	uppe1429
mian1256	usag1245
midd1344	comm1247
midd1344	zhon1237
midd1357	bary1234
midd1357	biri1260
midd1357	casi1237
midd1357	waal1238
mido1240	kaag1238
mido1240	shel1243
mido1240	urrt1238
mids1243	bong1283
mids1243	dukp1238
mids1243	wasa1245
mids1243	yakp1238
miga1241	cent2114
miga1241	nort2915
miga1241	sout2939
miga1249	damb1250
miga1249	doga1242
miga1249	gami1251
miga1249	nucl1674
mika1239	hitc1239
mika1239	nucl1245
mikm1235	nort2962
mikm1235	sout2979
mina1268	agam1238
mina1268	aneu1237
mina1268	batu1256
mina1268	keri1249
mina1268	oran1257
mina1268	pajo1237
mina1268	peng1245
mina1268	siju1237
mina1268	sing1267
mina1268	tana1280
mina1268	uluu1244
mina1276	besl1239
mina1276	gamd1238
mina1276	jing1267
minb1244	chon1289
minb1244	jian1240
minb1244	jian1241
minb1244	jian1242
minb1244	minb1236
minb1244	shao1234
minb1244	shao1235
minb1244	shun1239
minb1244	song1309
minb1244	zhen1242
mind1253	fuzh1239
mind1253	xing1245
minn1241	chae1235
minn1241	chao1238
minn1241	chao1239
minn1241	dati1239
minn1241	fuji1236
minn1241	hain1237
minn1241	hain1238
minn1241	hokk1242
minn1241	leiz1236
minn1241	long1252
minn1241	nanl1234
minn1241	qion1239
minn1241	sans1256
minn1241	sanx1234
minn1241	shan1244
minn1241	taib1242
minn1241	xiam1236
minn1241	zhan1240
minn1241	zhen1239
minn1241	zhon1238
mish1244	doka1247
misi1242	miny1239
misi1242	miny1240
misi1242	miri1271
misi1242	pada1257
misi1243	nasi1246
misi1243	tewa1259
misk1235	baym1237
misk1235	cabo1236
misk1235	hond1244
misk1235	tawi1239
misk1235	wank1238
mitl1236	sant1449
miya1259	cent2327
miya1259	ikem1234
miya1259	ikem1235
miya1259	irab1238
miya1259	kuri1272
miya1259	miya1260
miya1259	ogam1239
miya1259	tara1319
miya1266	dems1243
miya1266	fais1241
miya1266	fede1238
miya1266	furs1241
miya1266	gala1263
mmen1238	chaa1238
mmen1238	fung1247
mmen1238	nyos1238
moba1244	natc1248
moch1255	fier1238
moch1255	fras1238
moch1255	palu1250
moch1256	uruu1243
moch1257	moto1243
moch1257	tuza1238
moda1244	bene1245
moda1244	keli1252
moda1244	liah1237
moda1244	long1404
moda1244	long1405
moda1244	nahe1237
mode1248	aegi1237
mode1248	aspr1238
mode1248	athe1238
mode1248	carg1238
mode1248	cons1240
mode1248	cret1243
mode1248	cret1244
mode1248	cycl1238
mode1248	cypr1245
mode1248	dimo1238
mode1248	dode1238
mode1248	epir1238
mode1248	grou1255
mode1248	grou1256
mode1248	ioni1242
mode1248	ioni1243
mode1248	kath1248
mode1248	mace1251
mode1248	mani1304
mode1248	mani1305
mode1248	mari1411
mode1248	mega1242
mode1248	nort2600
mode1248	nort2601
mode1248	pelo1238
mode1248	rume1240
mode1248	sara1308
mode1248	smyr1240
mode1248	sout2605
mode1248	sout2606
mode1248	thra1248
modo1249	nort2925
modo1249	sout2945
mofu1248	dime1245
mofu1248	gudu1251
mofu1248	mass1267
mofu1248	moko1254
mofu1248	njel1238
mofu1248	zidi1238
mogh1245	kare1336
mogh1245	kund1252
mogu1251	koff1242
mogu1251	mogu1252
mogu1251	mogu1253
mogu1251	mogu1254
mohe1244	mont1269
mohe1244	narr1280
mohe1244	pequ1242
mohe1244	stoc1240
moii1235	moia1234
moii1235	mois1234
moke1242	dung1255
moke1242	jait1238
moke1242	lbee1237
moli1248	aial1237
moli1248	tala1284
moli1248	tosi1237
molm1235	cent2109
molm1235	nort2906
molm1235	sout2933
momj1237	momi1241
momj1237	nucl1355
mona1241	angl1242
mona1241	augu1237
mona1241	bene1236
mona1241	cist1236
mona1241	trap1238
mong1330	agaa1241
mong1330	khor1270
mong1338	buka1255
mong1338	ekon1238
mong1338	kond1299
mong1338	kutu1264
mong1338	long1392
mong1338	long1393
mong1338	mpam1238
mong1338	nkun1238
mong1338	ntom1249
mong1338	ntom1250
mong1338	pang1288
mong1338	wang1295
mong1338	yali1254
mong1342	dumo1238
mong1342	lola1249
mong1342	pasi1256
mong1344	kaim1242
mong1344	mong1348
moni1237	diri1255
moni1237	nagr1240
moni1237	nico1263
moni1237	nucl1669
moni1237	oris1240
moni1237	orot1239
moni1261	awem1238
monn1252	mata1282
monn1252	pegu1239
monn1252	yeee1239
mono1270	bili1251
mono1270	buba1239
mono1270	gala1253
mono1270	kaga1253
mono1270	mpak1240
mono1273	aluu1243
mono1273	faur1237
mono1273	mono1274
mont1268	east2540
mont1268	west2627
mont1280	balt1262
mont1280	nucl1699
mori1268	karo1300
mori1268	nahi1237
mori1268	peta1246
mori1268	soro1239
mori1268	tamb1255
mori1269	aiko1237
moro1281	bayo1257
moro1281	morb1238
moro1281	nucl1426
moro1284	biti1246
moro1284	madu1246
moro1284	nucl1428
moro1285	laiy1245
moro1285	nder1246
moro1285	nubw1238
moro1285	ulba1238
moro1285	ummd1238
moro1285	ummg1238
moro1285	werr1238
moro1287	kaba1285
moro1287	pole1241
moro1287	rumb1240
moro1287	wita1237
moro1292	fezm1238
moro1292	jebl1238
moro1292	marr1264
moro1292	oujd1238
moro1292	raba1252
moro1292	sout3117
moro1292	tang1371
mort1237	lowe1410
mort1237	midm1238
mort1237	uppe1422
moru1253	agii1244
moru1253	andr1247
moru1253	bali1276
moru1253	kadi1246
moru1253	laka1253
moru1253	miza1238
moru1253	moru1254
mosi1247	doro1262
moss1236	ouap1235
moss1236	sare1239
moss1236	taol1236
moss1236	yaad1238
moss1236	yaan1236
moss1236	yana1270
moss1236	zaor1238
motl1237	volo1238
motu1246	east2454
motu1246	west2526
mouk1239	mouk1240
mouk1239	tour1244
mpad1242	bodo1278
mpad1242	diga1245
mpad1242	maka1322
mpad1242	nucl1690
mpad1242	shoe1243
mpad1242	woul1238
mpal1237	luth1234
mpal1237	mpal1238
mpie1238	bidj1246
mpie1238	jaso1238
mpie1238	mpye1238
mpon1254	bage1238
mpon1254	kuna1267
mpon1254	mbob1238
mpon1254	menz1238
mpon1254	mpom1238
mpuo1241	mpuu1242
mpuo1241	nucl1409
mpur1239	ajiw1238
mpur1239	siri1272
mser1242	gawi1244
mser1242	houl1238
mser1242	kabe1249
mser1242	kalo1266
mser1242	nucl1691
mufi1238	bali1283
mufi1238	fili1245
mufi1238	iwam1257
mufi1238	nagi1238
mufi1238	supa1247
mugo1238	kara1471
mugo1238	muga1241
muku1242	doli1242
muku1242	gugi1238
muku1242	mezi1238
muku1242	moki1243
muku1242	mori1277
muku1242	segi1242
mula1254	iaib1239
mula1254	nucl1624
muna1247	buru1305
muna1247	gula1271
muna1247	guuu1237
muna1247	kaba1286
muna1247	kada1289
muna1247	kali1305
muna1247	kato1242
muna1247	kato1243
muna1247	laku1237
muna1247	laom1238
muna1247	lawa1259
muna1247	lawa1260
muna1247	lawe1237
muna1247	lowu1241
muna1247	mawa1264
muna1247	sala1271
muna1247	siom1237
muna1247	stan1308
muna1247	tiwo1237
muna1247	tobe1250
muna1247	topa1240
muna1247	tung1291
muna1247	wale1246
munc1235	nitu1238
mund1325	gela1262
mund1325	imba1239
mund1325	kizi1242
mund1325	torr1258
mund1326	shat1243
mund1327	bamu1255
mund1327	bang1358
mund1327	bant1284
mund1327	bech1238
mund1327	besa1242
mund1327	fole1238
mund1327	igua1238
mund1327	nkoo1238
mung1266	bali1269
mung1266	ndee1241
mung1266	tiii1240
munj1244	cent1974
munj1244	mama1270
munj1244	nort2649
munj1244	sout2651
muon1246	aota1239
muon1246	boib1239
muon1246	moii1253
muon1246	moll1241
muon1246	mual1240
muon1246	than1254
muon1246	wang1286
muri1259	huan1252
muri1259	long1402
muri1259	long1403
muri1259	ngor1244
muri1259	puaa1234
murl1244	boma1247
murl1244	loti1239
murl1244	olam1240
murr1258	murr1259
murr1258	murr1260
murr1258	murr1261
muru1274	mica1243
musa1263	bant1279
muse1242	bong1299
muse1242	jara1273
muse1242	leww1238
muse1242	peee1242
muse1242	peho1238
musg1254	beeg1236
musg1254	lugg1238
musg1254	mani1302
musg1254	mpus1238
musg1254	muzu1238
musg1254	ngil1246
musg1254	vulu1239
musi1241	seka1246
musl1236	absh1238
musl1236	arus1241
musl1236	bala1297
musl1236	deve1238
musl1236	lahy1238
musl1236	malh1241
musl1236	nort2643
musl1236	qona1238
musl1236	quba1239
musl1236	qyzy1242
musl1236	sura1244
muss1246	east2461
muss1246	emir1237
muss1246	sout2880
muss1246	west2534
muth1236	east2339
muth1236	west2407
mutu1242	mala1488
mutu1242	nucl1513
muya1239	east2351
muya1239	west2417
muyu1244	iwaa1243
muyu1244	loug1237
muyu1244	nawy1237
muyu1244	wamw1237
muyu1244	yana1268
mwag1236	mupu1234
mwag1236	pany1246
mwag1236	taka1269
mwan1247	kisa1262
mwan1247	nkoj1238
mwan1247	nsim1238
mwan1247	wibo1238
mwim1241	muth1242
mwim1241	mwim1242
myen1241	ajum1239
myen1241	enen1239
myen1241	galw1238
myen1241	mpon1255
myen1241	nkom1238
myen1241	orun1242
naaa1245	bang1338
naas1242	kong1294
naas1242	nucl1636
naas1242	oram1238
naas1242	paki1245
naba1253	bila1256
naba1253	kuka1247
naba1253	medo1242
nach1240	bang1337
nach1240	dima1250
nach1240	heda1238
nach1240	khar1289
nach1240	para1303
nach1240	rakh1246
nafa1258	fant1242
nafa1258	pant1255
nafu1238	jbal1238
nafu1238	jerb1241
nafu1238	jerb1242
nafu1238	tame1243
nafu1238	zuar1238
najd1235	almu1234
najd1235	aniz1234
najd1235	arid1234
najd1235	cent2224
najd1235	cent2323
najd1235	najr1234
najd1235	nort3137
najd1235	qasi1234
najd1235	sout3119
naka1262	bile1245
naka1262	losa1236
naka1262	maut1237
naka1262	ubae1237
naka1262	vere1251
naka1264	nort2912
naka1264	sout2936
nali1245	okro1237
nalo1235	mban1269
nalo1235	neaa1234
nalo1235	noep1234
nalo1235	nool1234
nama1264	cent2051
nama1264	dama1270
nama1264	gims1238
nama1264	nama1265
nama1264	nami1255
nama1264	sesf1238
nama1268	buni1245
nama1268	maku1276
nama1268	mata1250
nama1268	tong1322
nama1268	tong1323
namb1293	namn1239
namb1293	nucl1459
namo1248	bati1252
namo1248	nale1237
namo1248	tuba1276
namu1246	east2350
namu1246	west2416
nana1257	akan1248
nana1257	bira1250
nana1257	kila1238
nana1257	kuro1242
nana1257	sama1299
nana1257	sung1269
nana1257	torg1246
nana1257	ussu1239
nand1264	ekis1238
nand1264	kumb1271
nand1264	mate1257
nand1264	nucl1392
nand1264	shuu1237
nand1264	swag1238
nand1264	tang1344
nand1264	yira1240
nang1259	ngan1297
nang1259	ngan1298
nang1259	ngen1251
nang1259	tyem1238
napo1242	sant1430
nara1262	east2795
nara1262	higi1240
nara1262	koyt1238
nara1262	moga1248
nara1262	sant1412
nara1262	west2879
naro1249	ging1242
naro1249	qabe1238
naro1249	tsao1238
naro1251	miri1269
naro1251	nucl1562
narp1239	narr1258
narp1239	phuu1238
narr1259	tang1381
narr1259	yara1254
naru1238	adja1238
naru1238	turr1239
nask1242	east2539
nask1242	west2626
nata1254	ciko1237
nata1254	kali1306
nata1254	nata1255
nata1254	pokp1237
nata1254	rida1240
nata1254	saki1247
nate1242	kunt1238
nate1242	nucl1366
nate1242	okon1238
nate1242	taya1251
nati1243	gina1239
nati1243	kaou1238
natu1246	iooo1234
natu1246	malo1246
natu1246	matu1264
natu1246	mban1270
natu1246	nemb1239
natu1246	neoo1234
natu1246	nepa1255
natu1246	noka1234
natu1246	nool1235
natu1246	veng1239
naue1237	naum1237
naue1237	osom1237
naxi1245	lapa1246
naxi1245	lich1241
naxi1245	luti1241
nayi1242	anar1241
nayi1242	khur1237
nayi1242	nucl1272
ncan1245	mung1267
ncan1245	nucl1415
ndal1241	sukw1242
ndam1251	ndam1252
ndam1251	ndam1253
ndan1241	bato1245
ndan1241	unga1254
ndau1241	dand1239
ndau1241	dond1246
ndau1241	garw1238
ndau1241	nucl1378
ndau1241	shan1279
ndau1241	tong1316
nden1250	ndee1242
nden1250	nsel1238
nden1250	ntaa1242
ndoe1238	bale1253
ndoe1238	ekpa1238
ndon1254	eund1238
ndon1254	kwal1254
ndoo1242	avar1257
ndoo1242	memb1238
ndoo1242	okeb1238
ndug1245	hita1243
ndug1245	sina1270
ndum1239	epig1240
ndum1239	kana1284
ndum1239	kuya1249
ndum1239	nyan1309
ndyu1242	aluk1239
ndyu1242	para1317
neap1235	moli1245
neap1235	napo1241
neap1235	nort2612
neap1235	pugl1238
negi1245	nizo1239
negi1245	verk1237
neha1247	nucl1496
neha1247	pini1246
nekk1240	east2506
nekk1240	west2587
nene1249	cent2335
nene1249	tund1255
nene1249	west2884
nepa1254	acch1238
nepa1254	bait1246
nepa1254	bajh1238
nepa1254	baju1244
nepa1254	darj1238
nepa1254	dote1238
nepa1254	gork1241
nepa1254	nucl1265
nepa1254	sora1251
newa1246	bagl1238
newa1246	bakt1238
newa1246	citl1238
newa1246	dolk1238
newa1246	kath1252
newa1246	sind1275
newa1246	tota1238
ngab1239	east2570
ngab1239	vali1239
ngad1261	baja1259
ngad1261	cent2074
ngad1261	sout2884
ngaj1237	baam1237
ngaj1237	mant1270
ngaj1237	pulo1241
ngal1291	halt1238
ngal1291	thui1238
ngal1291	tlam1238
ngal1291	vala1243
ngal1298	apmi1239
ngal1298	nucl1613
ngal1298	sibi1239
ngam1265	kara1508
ngam1265	ngam1284
ngam1265	yarl1238
ngam1268	bema1240
ngam1268	beno1238
ngam1268	kere1284
ngam1268	lara1259
ngam1268	muru1268
ngam1269	klee1238
ngam1269	konn1243
ngam1269	ngam1270
ngam1269	ngam1271
ngam1269	ngam1272
ngan1291	avam1236
ngan1291	khat1249
ngan1299	koum1238
ngan1299	moti1240
ngan1302	lali1242
ngan1302	ngan1308
ngan1304	diko1241
ngan1304	diku1238
ngar1235	bili1250
ngar1235	east2376
ngar1235	wurl1241
ngar1284	anda1282
ngar1284	guwi1238
ngar1284	munu1238
ngar1284	ngar1285
ngar1284	wala1272
ngar1284	woly1239
ngar1284	wurl1240
ngar1287	east2375
ngar1287	jabu1247
ngar1287	west2436
ngas1240	hill1255
ngas1240	plai1263
ngel1238	beoo1240
ngel1238	buru1298
ngel1238	hang1261
ngel1238	tung1286
ngem1255	alat1245
ngem1255	anya1246
ngem1255	baga1278
ngem1255	mang1392
ngem1255	mank1253
ngem1255	mbre1246
ngem1255	mbut1238
ngem1255	njon1238
ngem1255	shom1246
ngem1255	song1306
ngie1241	bala1305
ngie1241	bamo1240
ngie1241	batc1238
ngie1242	meng1265
ngil1242	ahei1238
ngil1242	dalo1239
ngil1242	masa1302
ngil1242	masa1303
ngom1268	binj1250
ngom1268	doko1244
ngom1268	wiin1238
ngom1271	baba1265
ngom1271	bame1262
ngom1272	babe1238
ngom1272	bame1264
ngom1272	bame1265
ngom1272	bame1266
ngom1272	bame1267
ngum1255	ason1247
ngum1255	bomu1250
ngum1255	moga1247
ngun1272	mpuu1241
ngur1261	badj1244
ngur1261	bidj1245
ngur1261	dhir1238
ngur1261	gara1262
ngur1261	kala1380
ngur1261	mamb1292
ngur1261	ming1253
ngur1261	ngur1262
ngur1261	punt1240
ngur1261	wong1246
ngur1261	yaru1254
ngwo1241	bako1252
ngwo1241	bany1245
ngwo1241	basa1285
ngwo1241	ikwe1241
ngwo1241	kond1300
ngwo1241	nucl1414
ngwo1241	okor1250
ngwo1241	zang1251
nias1242	batu1257
nias1242	nucl1464
niel1243	niou1238
niel1243	nucl1358
niel1243	tchi1244
nige1253	bauc1239
nige1253	boro1274
nige1253	gomb1248
nige1253	kano1242
nige1253	zari1243
nige1255	baru1266
nige1255	bogu1242
nige1255	juba1238
nige1255	juna1238
nige1255	leme1241
nige1255	lenm1234
nige1255	mbar1262
nige1255	warw1235
niks1238	gabi1241
niks1238	meiy1238
niks1238	seti1247
nila1242	iamb1238
nima1243	bhua1238
nimo1246	pana1300
nimo1246	pana1301
nimo1246	saba1264
nimo1246	west2529
nina1238	nort2981
nina1238	sout2993
ning1274	daup1249
ning1274	kasu1252
niva1238	fore1271
niva1238	rive1261
nkem1242	nkem1243
nkem1242	nkum1250
nkoy1244	luko1238
nkoy1244	lush1250
nkoy1244	mash1265
nkoy1244	mbow1244
nkoy1244	nucl1385
nkoy1244	shas1264
nkut1238	elem1254
nkut1238	kong1288
nkut1238	loka1253
nkut1238	ngon1273
nkut1238	saka1285
nobi1240	fiya1238
nobi1240	maha1295
nobo1238	arii1244
noct1238	bote1240
noct1238	hakh1236
noct1238	hakh1237
noct1238	hame1244
noct1238	hasi1235
noct1238	hath1235
noct1238	khap1243
noct1238	laju1238
noct1238	lama1296
noga1249	alab1256
noga1249	blac1266
noga1249	cent1996
noga1249	kara1509
noga1249	whit1262
noga1249	yurt1234
noir1238	baru1265
noma1262	kiar1239
noma1262	nucl1616
noon1242	cang1246
noon1242	pade1238
noon1242	saaw1241
nort1550	taos1236
nort2626	ferr1240
nort2626	helg1238
nort2626	moor1245
nort2626	solr1238
nort2627	bran1235
nort2627	east2290
nort2627	east2291
nort2627	east2293
nort2627	high1271
nort2627	lowe1387
nort2627	meck1238
nort2627	meck1239
nort2627	nort2628
nort2627	schl1236
nort2627	west2357
nort2627	west2358
nort2641	akre1239
nort2641	amad1240
nort2641	ashi1242
nort2641	barw1242
nort2641	baye1238
nort2641	boti1239
nort2641	gull1240
nort2641	heka1238
nort2641	khor1267
nort2641	mara1374
nort2641	mhal1238
nort2641	shei1239
nort2641	shem1238
nort2641	surc1239
nort2641	zakh1242
nort2645	andi1253
nort2645	bala1298
nort2645	boru1243
nort2645	caga1240
nort2645	khor1268
nort2645	maha1286
nort2645	naha1259
nort2646	afri1271
nort2646	dura1243
nort2646	ghil1238
nort2646	koha1244
nort2646	mohm1238
nort2646	ning1268
nort2646	nort2647
nort2646	nort2648
nort2646	shil1260
nort2646	shin1262
nort2646	yusu1238
nort2665	alas1253
nort2665	bola1240
nort2665	gulb1238
nort2665	kohn1238
nort2665	laur1248
nort2665	naji1238
nort2665	nang1257
nort2665	pach1239
nort2665	pand1261
nort2665	para1300
nort2665	pash1271
nort2665	sanj1275
nort2665	sham1274
nort2665	shut1242
nort2665	uzbi1238
nort2665	wada1258
nort2666	aret1240
nort2666	chal1263
nort2666	kand1293
nort2666	kura1247
nort2666	kurd1258
nort2671	seal1238
nort2671	torn1243
nort2684	buri1257
nort2684	sisa1246
nort2684	suri1265
nort2697	airy1239
nort2697	baku1259
nort2697	borc1242
nort2697	derb1245
nort2697	ganj1240
nort2697	kara1470
nort2697	lenk1246
nort2697	nakh1244
nort2697	nukh1239
nort2697	ordu1239
nort2697	qaba1238
nort2697	qaza1238
nort2697	quba1245
nort2697	qyzy1236
nort2697	saly1245
nort2697	sham1275
nort2697	shus1247
nort2697	tere1273
nort2697	yere1242
nort2697	zaqa1241
nort2699	madk1237
nort2699	mare1259
nort2699	pulg1238
nort2699	wani1241
nort2702	amra1237
nort2702	betu1237
nort2702	bhan1241
nort2702	chhi1244
nort2702	mand1414
nort2702	nagp1250
nort2702	seon1237
nort2702	yava1251
nort2709	jaga1246
nort2709	khor1243
nort2709	nyak1258
nort2709	phil1244
nort2709	uiya1236
nort2718	esha1238
nort2718	xinp1238
nort2722	cimu1238
nort2722	heih1238
nort2722	jiao1241
nort2722	luhu1242
nort2722	sanl1247
nort2722	sout3258
nort2722	weig1238
nort2722	west2876
nort2722	yadu1238
nort2723	taob1238
nort2724	biji1251
nort2724	egab1234
nort2724	enqi1234
nort2724	luob1236
nort2724	nuji1238
nort2724	tuol1234
nort2727	biks1238
nort2732	baoj1238
nort2732	long1377
nort2740	band1336
nort2740	nann1238
nort2740	taiw1246
nort2741	cent2011
nort2741	nort2742
nort2741	sout2745
nort2756	kera1256
nort2756	kure1240
nort2756	yari1243
nort2760	gund1248
nort2760	ngun1277
nort2765	kama1356
nort2765	liar1238
nort2765	teng1263
nort2765	tung1284
nort2770	boss1241
nort2770	bver1238
nort2770	dour1238
nort2775	bang1346
nort2775	bodo1270
nort2775	gaym1238
nort2775	gbay1283
nort2775	laii1239
nort2775	lomb1259
nort2775	mbai1247
nort2775	mber1255
nort2775	momb1253
nort2775	yaay1238
nort2780	lobe1241
nort2780	nura1238
nort2780	wule1238
nort2784	nort2785
nort2784	nort2786
nort2787	kebe1238
nort2787	terr1239
nort2787	truu1238
nort2787	went1241
nort2810	ched1238
nort2810	ejee1238
nort2810	fopo1238
nort2810	gbep1238
nort2810	jede1238
nort2810	keti1246
nort2810	klep1238
nort2810	niti1248
nort2810	nort2811
nort2810	pali1275
nort2810	sabo1240
nort2810	tien1243
nort2810	tuob1242
nort2810	webo1238
nort2815	abil1238
nort2815	agee1238
nort2815	dong1295
nort2815	luac1241
nort2815	ngok1245
nort2815	rutt1238
nort2815	thoi1238
nort2816	alor1246
nort2816	ngok1246
nort2816	pana1299
nort2816	pawa1254
nort2819	jere1245
nort2819	kuko1238
nort2819	kure1239
nort2819	sank1252
nort2819	tank1238
nort2819	yaba1247
nort2836	buni1246
nort2836	emau1237
nort2836	liva1239
nort2836	ngun1274
nort2836	paun1240
nort2836	sesa1243
nort2839	maga1262
nort2839	olal1237
nort2845	hatu1243
nort2845	nuku1261
nort2845	uahu1237
nort2845	uapo1237
nort2847	east2450
nort2847	imaf1237
nort2847	west2520
nort2864	hora1237
nort2864	kasi1255
nort2864	uwen1237
nort2885	dapi1237
nort2885	dika1237
nort2885	salo1238
nort2916	kang1290
nort2916	toem1238
nort2920	aant1238
nort2920	arau1254
nort2920	arok1238
nort2920	saiq1238
nort2921	banz1242
